instruction,input,output
"I have the following ingredients: Sooji (Semolina/ Rava), Cucumbers, Ghee, Sugar, Cardamom Powder (Elaichi), Saffron strands, Coconut milk, Whole Almonds (Badam), Slivered Almonds (Badam). Please provide recipes I can make with them.",,"Recipe Name: Vegan Cucumber Semolina Cake Recipe
Cuisine: Middle Eastern
Course: Dessert
Diet: Vegetarian
Ingredients:
- Sooji (Semolina/ Rava): 1 cup Sooji (Semolina/ Rava)  3 Cucumbers
- Cucumbers: (medium)  1/2 cup Ghee  1 cup Sugar  1/2 teaspoon Cardamom Powder (Elaichi) Saffron strands
- Ghee: a few  250 ml Coconut milk  3 tablespoons Whole Almonds (Badam)
- Sugar: powdered Slivered Almonds (Badam)
- Cardamom Powder (Elaichi): to garnish
Instructions:
To begin making Cucumber Semolina Cake Recipe, get all the ingredients ready and grate the cucumbers.Heat ghee in a kadai, once the pan is heated, add semolina to it and mix well. Switch off heat and set it aside for half an hour.After half an hour, add grated cucumber, sugar, cardamom powder, saffron strands, coconut milk, and 3 tablespoons almonds (powdered) - together to the kadai and cook on a high flame.Keep stirring continuously to avoid charring. Keep folding and stirring till it becomes very thick but spreadable like halwa.Meanwhile, also grease a square cake pan. And preheat oven at 350 degree F for 8-10 minutes.Pour the cucumber semolina cake mixture in the greased pan and tap for it to settle.Bake the cake mixture for 20-25 min till the cake browns on the top.Remove, allow to cool and when it is warm, slice it into desired shape. Demould and serve chilled.Serve Cucumber Semolina Cake Recipe as dessert after a meal of Mutton Rezala Recipe and Whole Wheat Lachha Paratha Recipe (Multilayered Layered Indian Flat Bread).
"
"I have the following ingredients: Curd (Dahi / Yogurt), Cumin powder (Jeera), Chaat Masala Powder, Black Salt (Kala Namak), Ginger, Green Chilli, Black pepper powder, Asafoetida (hing), Salt, Mint Leaves (Pudina), Coriander (Dhania) Leaves, Chilled water. Please provide recipes I can make with them.",,"Recipe Name: Masala Chaas Recipe - Indian Spiced Buttermilk
Cuisine: Indian
Course: Snack
Diet: Vegetarian
Ingredients:
- Curd (Dahi / Yogurt): 3/4 cup Curd (Dahi / Yogurt)  1/4 teaspoon Cumin powder (Jeera)  1/4 teaspoon Chaat Masala Powder  1/8 teaspoon Black Salt (Kala Namak)  1/8 teaspoon Ginger
- Cumin powder (Jeera): grated  1 Green Chilli
- Chaat Masala Powder: finely chopped  1/8 teaspoon Black pepper powder Asafoetida (hing)
- Black Salt (Kala Namak): apinch Salt
- Ginger: to taste  5 Mint Leaves (Pudina) Coriander (Dhania) Leaves
- Green Chilli: a few sprigs
- Black pepper powder: chopped  1-1/2 cups Chilled water
- Asafoetida (hing): (adjust)
Instructions:
To begin making the Masala Chaas Recipe take your serving glasses and chill them in freezer for about 5 minutes before serving.Mix all ingredients including curd, cumin powder, chaat masala powder, black salt, ginger, green chilli, black pepper powder, asafoetida, salt, chilled water except coriander leaves and mint leaves. Use a hand blender until everything is mixed and is smooth.If desired – Take your panchajiri / chaat masala / Jeeralu in a plate. Now dip the rim of your chilled glass on it making sure that the masala is coated around the edge of the glass rim. This gives an interesting look on the presentation and makes it even tastier.Pour the Masala Chaas into your glasses. Top with chopped coriander leaves and mint leaves. You can also put in mint as a stirrer.Serve Masala Chaas Recipe along with Rajasthani Dal Baati Churma, Gatte Ki Sabzi and Kachumber Salad for a weekend lunch.
"
"I have the following ingredients: Whole Wheat Brown Bread, Butter (Salted), Sweet Potatoes, Onion, Coriander (Dhania) Leaves, Green Chillies, Green Bell Pepper (Capsicum), Raw Peanuts (Moongphali), Cumin powder (Jeera), Chaat Masala Powder, Lemon juice, Red Chilli powder, Salt, Sesame seeds (Til seeds). Please provide recipes I can make with them.",,"Recipe Name: Healthy Aloo Roll Recipe (Baked Bread Potato Roll)
Cuisine: Continental
Course: Appetizer
Diet: Vegetarian
Ingredients:
- Whole Wheat Brown Bread: 8 Whole Wheat Brown Bread
- Butter (Salted): slices
- Sweet Potatoes: with crust removed Butter (Salted)
- Onion: as required for greasing the breads  4 Sweet Potatoes
- Coriander (Dhania) Leaves: boiled
- Green Chillies: mashed  1 Onion
- Green Bell Pepper (Capsicum): finely chopped  4 sprig Coriander (Dhania) Leaves  2 Green Chillies
- Raw Peanuts (Moongphali): finely chopped  1 Green Bell Pepper (Capsicum)
- Cumin powder (Jeera): finely chopped  1/4 cup Raw Peanuts (Moongphali)
- Chaat Masala Powder: roasted  1 teaspoon Cumin powder (Jeera)
- Lemon juice: roasted  1 teaspoon Chaat Masala Powder  1 Lemon juice Red Chilli powder
- Red Chilli powder: to taste Salt
- Salt: to taste Sesame seeds (Til seeds)
- Sesame seeds (Til seeds): for the crust
Instructions:
We begin making the Healthy Aloo Roll Recipe (Baked Bread Potato Roll) by pre heating the oven to 200 C and grease a baking sheet with butter.Combine the mashed potatoes, bell peppers, onions, green chillies, coriander, cumin powder, chaat masala powder, salt, juice from one lemon and the pounded peanuts.Stir to combine all the ingredients well.Using a rolling pin roll the bread slice to stretch it a bit, this we do so we can roll the bread over the filling with ease. Spoon a teaspoon of the filling towards the centre, roll it up tightly; press and seal the edges and cut the excess away.Proceed the same way with the remaining slices of bread to make the bread rolls.To get crusty top we will dip the rolls in the melted butter, then roll this over the sesame seeds and place it on the greased baking sheet.Proceed the same way with the remaining rolls and place them on a greased baking sheet. Place the rolls in the preheated oven and bake for about 15 to 20 minutes until the crust turns golden brown in colour.Serve the Healthy Aloo Roll Recipe (Baked Bread Potato Roll) along with Date Tamarind Chutney or Spicy Strawberry Chutney.
"
"I have the following ingredients: Shark fish, Fresh coconut, Onion, Garlic, Tamarind, Kashmiri Red Chilli Powder, Turmeric powder (Haldi), Coriander (Dhania) Leaves, Oil, Salt, Ginger Garlic Paste, Turmeric powder (Haldi), Salt, Whole Black Peppercorns, Cloves (Laung), Cinnamon Stick (Dalchini), Fennel seeds (Saunf), Coriander (Dhania) Seeds, Dry Red Chillies. Please provide recipes I can make with them.",,"Recipe Name: Moryechi Xacuti Recipe (Goan Style Shark Curry)
Cuisine: Goan Recipes
Course: Dinner
Diet: Non Vegeterian
Ingredients:
- Shark fish: 800 grams Shark fish
- Fresh coconut: baby shark fish required (Skin removed and cut into small pieces)  1 cup Fresh coconut
- Onion: grated  1 Onion
- Garlic: thinly sliced  8 cloves Garlic  20 grams Tamarind  1 teaspoon Kashmiri Red Chilli Powder
- Tamarind: optional  1 teaspoon Turmeric powder (Haldi) Coriander (Dhania) Leaves
- Kashmiri Red Chilli Powder: small bunch
- Turmeric powder (Haldi): chopped Oil
- Coriander (Dhania) Leaves: as required Salt
- Oil: to taste Ingredients for marination 1 tablespoon Ginger Garlic Paste  1 teaspoon Turmeric powder (Haldi)  1 tablespoon Salt Whole spices 4 Whole Black Peppercorns  4 cloves Cloves (Laung)  1 inch Cinnamon Stick (Dalchini)  1 teaspoon Fennel seeds (Saunf)  1/2 tablespoon Coriander (Dhania) Seeds  6-7 Dry Red Chillies
Instructions:
To prepare Moryechi Xacuti / Shark Curry recipe, wash shark pieces well with water, drain and marinate with the ingredients mentioned for marination. Keep aside for about 20 minutes.Heat a Skillet, add oil and fry all the spices mentioned under whole spices on medium high heat for 2-3 minutes and remove out on a plate.On the same skillet, fry sliced onions and garlic on medium high until onions turn translucent. This will take about 5 minutes.Now, add grated coconut and saute till coconut changes color to light brown. That is about 6-7 minutes. Switch off the heat.Add a teaspoon turmeric powder, mix well and remove from heat.Allow the mixture to cool down for some time.Grind the roasted spices along with fried coconut onions and tamarind using a cup of water to smooth paste.Take the paste in a saucepan kept on medium high heat and allow it to boil.Add salt and red chili powder.Mix well and add marinated fish.Mix, cover and let the fish cook on medium high heat until done.Check in between if the fish is cooked. Use toothpick to check. The toothpick should be able to poke easily in the fish, once it is ready.Sometimes shark gets cooked very quickly, but for me it took 25 minutes total to cook the fish.Once the gravy is all ready, add chopped coriander leaves, mix well and simmer on low heat for 5 more minutes and remove from heat.Enjoy Moryechi Xacuti / Shark Curry recipe with hot steamy rice.
"
"I have the following ingredients: Instant Oats (Oatmeal), Water, Multigrain Digestive Biscuits, Hung Curd (Greek Yogurt), Vanilla Extract, Fresh coconut, Fresh Pomegranate Fruit Kernels, Orange, Honey. Please provide recipes I can make with them.",,"Recipe Name: High Fiber Oat And Orange Coconut Parfait Recipe
Cuisine: Continental
Course: World Breakfast
Diet: Vegetarian
Ingredients:
- Instant Oats (Oatmeal): 4 tablespoon Instant Oats (Oatmeal)  1 cup Water  4 Multigrain Digestive Biscuits  1 cup Hung Curd (Greek Yogurt)  1 teaspoon Vanilla Extract  2 tablespoons Fresh coconut
- Water: dessicated  1/2 cup Fresh Pomegranate Fruit Kernels  1 Orange
- Multigrain Digestive Biscuits: peeled and diced  2 tablespoons Honey
Instructions:
To begin making High Fiber Oat And Orange Coconut Parfait first cook oats in one cup water until done and cool the oats completely.Next in a Large mixing bowl add the Greek yogurt, cooked oats,vanilla extract, desiccated coconut and honey and mix everything together till it is well combined. Break some Nutri Choice Oats & Orange Biscuits into smaller pieces and crumble a few biscuits. Slice the oranges and keep aside.To assemble the High Fiber Oat And Orange Coconut Parfait take a jar of your choice and into the jar add the crumbled Nutri Choice Oats & Orange Biscuits.Add 3 tablespoons Greek yogurt oats and coconut mix , layer with orange segments and a few broken Nutri Choice Oats & Orange Biscuits. Add some more yogurt, oats and coconut mix and top with pomegranate Kernels.Refrigerate Nutri Choice Oats & Orange Biscuits for two hours before serving. Serve High Fiber Oat And Orange Coconut Parfait along with Savory French Toast With Cheesy Garlic Scrambled Eggs or Spinach Omelette for a fulfilling breakfast.
"
"I have the following ingredients: Broken Wheat (Dalia/ Godumai Rava), Instant Oats (Oatmeal), Water, Milk, Cinnamon Powder (Dalchini), Apples, Butter (Salted), Honey, Apple, Strawberries, Muesli. Please provide recipes I can make with them.",,"Recipe Name: Broken Wheat And Apple Porridge Recipe
Cuisine: Continental
Course: World Breakfast
Diet: Diabetic Friendly
Ingredients:
- Broken Wheat (Dalia/ Godumai Rava): 1/4 cup Broken Wheat (Dalia/ Godumai Rava)  3 tablespoons Instant Oats (Oatmeal)  1/2 cup Water  1-1/4 cup Milk
- Instant Oats (Oatmeal): (more if required)  1/2 teaspoon Cinnamon Powder (Dalchini)  1/2 cup Apples
- Water: peeled and diced  1/2 tablespoon Butter (Salted) Honey
- Milk: or brown sugar to taste To serve 1/2 cup Apple
- Cinnamon Powder (Dalchini): cut into wedges or diced  1/2 cup Strawberries
- Apples: sliced Muesli
- Butter (Salted): as required
Instructions:
To begin making the Broken Wheat and Apple Porridge Recipe, clean and wash broken wheat and soak it in water for an hour.In a pressure cooker, add broken wheat, water and pressure cook until you hear 3 to 4 whistles and turn off the heat. Allow the pressure to release before you can open the cooker. Once the broken wheat has cooked well, transfer the cooked wheat into a sauce pan.  Add the cut apples, cinnamon powder and butter, mix well. Stir in the oats and milk and bring the mixture to a brisk boil.Once it comes to a boil, turn the heat to low and simmer until the apples get cooked. Adjust the consistency of the porridge by adding milk or water. Once done, remove from the heat and serve.When you are ready to serve the  Broken Wheat and Apple Porridge, add brown sugar or honey, along with the cut apples and strawberries or any fruits that are in season and top it off with muesli for the crunch.Serve the Broken Wheat and Apple Porridge as a wholesome breakfast on its own or with a cup of Espresso Coffee.
"
"I have the following ingredients: Mutton, Curd (Dahi / Yogurt), Onion, Ginger, Garlic, Salt, Bay leaves (tej patta), Dry Red Chillies, Whole Black Peppercorns, Cinnamon Stick (Dalchini), Cloves (Laung), Cardamom (Elaichi) Pods/Seeds, Ghee, Onion, Poppy seeds, Cashew nuts, Melon seeds, Nutmeg powder, Mace (Javitri), Sugar, Salt, Ghee. Please provide recipes I can make with them.",,"Recipe Name: Mutton Rezala Recipe
Cuisine: Bengali Recipes
Course: Dinner
Diet: Non Vegeterian
Ingredients:
- Mutton: For marinade 500 grams Mutton  1 cup Curd (Dahi / Yogurt)  1/4 cup Onion
- Curd (Dahi / Yogurt): paste  1 teaspoon Ginger
- Onion: paste  1 teaspoon Garlic
- Ginger: paste  1 teaspoon Salt For tempering 3 Bay leaves (tej patta)  4 Dry Red Chillies  4 Whole Black Peppercorns  1 inch Cinnamon Stick (Dalchini)  4 Cloves (Laung)  4 Cardamom (Elaichi) Pods/Seeds  1 tablespoon Ghee For curry 2 tablespoon Onion
- Garlic: paste  2 tablespoon Poppy seeds
- Salt: soaked in 4 tablespoon water  2 tablespoon Cashew nuts
- Bay leaves (tej patta): paste   1 tablespoon Melon seeds
- Dry Red Chillies: paste  1 teaspoon Nutmeg powder  1 teaspoon Mace (Javitri)
- Whole Black Peppercorns: crushed  1 teaspoon Sugar Salt
- Cinnamon Stick (Dalchini): as needed  4 tablespoon Ghee
Instructions:
To begin making the Mutton Rezala recipe, In a large mixing bowl, add all the ingredients under ‘For Marinade’ along with mutton and mix well, cover it with a cling wrap and keep the bowl in refrigerator for at least 1 hour.Heat ghee in a pressure cooker and add all the ingredients under 'Tempering' and let them to splutter.Add the marinated mutton pieces into the cooker and fry for 3-4 mins on high flame.Now add around 1.5 cups of water and mix well. Bring it to boil, close the lid and pressure cook for 4-5 whistles or until the mutton is half done.Grind soaked poppy seed and blanched cashew and melon seeds to make individual paste.Heat rest of the ghee in a pan and add left over onion paste and sauté until raw smell goes off and colour changes to golden.Pour the poppy seed paste, melon seed paste and cashew paste and continue to sauté for another 2-3 mins till ghee starts leaving the sides.Add nutmeg powder and crushed mace.Now add mutton mix and fry for 5 mins. Cover the lid and continue cooking until mutton is nicely done.Add sugar & salt and adjust seasoning as per your taste.Once mutton is done add a dollop of ghee on the top and serve this delicious Mutton Rezala along with Whole Wheat Lachha Paratha and Onion Salad for a weekend meal with your family.
"
"I have the following ingredients: Potatoes (Aloo), Green zucchini, Red Chilli flakes, Dried oregano, Dried Thyme Leaves, Black pepper powder, Cheddar cheese, Whole Wheat Bread crumbs, Salt. Please provide recipes I can make with them.",,"Recipe Name: Zucchini Tater Tots Recipe - A Delicious Party Appetizer
Cuisine: Continental
Course: Appetizer
Diet: Vegetarian
Ingredients:
- Potatoes (Aloo): 3 Potatoes (Aloo)
- Green zucchini: skin peeled and boiled  2 Green zucchini
- Red Chilli flakes: grated  1 tablespoon Red Chilli flakes  1 tablespoon Dried oregano  1 tablespoon Dried Thyme Leaves  1 tablespoon Black pepper powder  1/4 cup Cheddar cheese
- Dried oregano: grated  1/2 cup Whole Wheat Bread crumbs
- Dried Thyme Leaves: bread crumbs Salt
- Black pepper powder: to taste
Instructions:
To begin making the Zucchini Tater Tots Recipe, pressure cook the potatoes in a pressure cooker with 1/4 cup of water and cook it for at least 4 whistles.Allow the pressure to release naturally. Peel the skin of the potatoes, mash them and keep aside in a mixing bowl.Grate the zucchini and keep aside, heat a flat skillet add in grated zucchini and saute for at least 5 minutes until the moisture has evaporated.Once done add the zucchini into a bowl with mashed potatoes, sprinkle all the seasonings, (dry red chilli powder, oregano, thyme, pepper powder and salt to taste).Add in grated cheese as well and mix well till the Zucchini Tater Tots mixture comes together. Taste and see if you require any more seasonings.Start shaping them into a small rectangular shaped cutlets, coat Zucchini Tater Tots mixture evenly with bread crumbs and set aside to pan fry them.Heat a flat skillet over medium heat, place the shaped Zucchini Tater Tots on to the hot pan. Drizzle a few drops of oil over the Zucchini Tater Tots mixture and pan fry on either side till you notice a golden brown colour.The Tots will slowly crisp up and get a golden colour on all sides.Once done, remove the Zucchini Tater Tots from the pan, drain the excess oil by placing them on paper towels and transfer it to serving platter and serve hot.Serve the Zucchini Tater Tots Recipe along with a Cottage Cheese Dip Recipe With Pepper and Olives, and a Vegetarian Wrap With Olives And Cottage Cheese and serve it as an appetizer for parties.
"
"I have the following ingredients: Durum Wheat Penne Pasta, Butter (Salted), Garlic, Lemon juice, Lemon, Rosemary, Black pepper powder, Mozzarella cheese. Please provide recipes I can make with them.",,"Recipe Name: Lemon Rosemary Sauce Baked Penne Pasta Recipe
Cuisine: Italian Recipes
Course: Main Course
Diet: Vegetarian
Ingredients:
- Durum Wheat Penne Pasta: 2 Cups Durum Wheat Penne Pasta
- Butter (Salted): (I used whole wheat pasta)  3 tablespoons Butter (Salted)  5 cloves Garlic
- Garlic: minced  1/4 cup Lemon juice  1 teaspoon Lemon  2 tablespoons Rosemary
- Lemon juice: finely chopped  1/2 teaspoon Black pepper powder  1/2 cup Mozzarella cheese
- Lemon: grated
Instructions:
To begin making Lemon Rosemary Sauce Baked Penne Pasta Recipe,boil 500 ml of water in a sauce pot, add a pinch of salt and pasta also and boil it for 10-12 minutes.Cook the pasta until it is Al-Dente (Just Cooked). Once the pasta has finished cooking, drain in a colander and wash it under a running water and drizzle some olive oil and toss it well. Next melt butter in a skillet over medium-low heat. Add garlic, butter, salt and pepper. Cook, stirring frequently until the garlic is golden brown.Next, you have to add the fresh lemon juice, rosemary and lemon zest. Stir well and remove from heat. Now add pasta to the skillet and toss well to coat evenly.Add grated cheese on the top and bake it for 15-20 minutes at 150 C degrees or until the cheese melts and looks drooling.Serve this Lemon Rosemary Sauce Baked Penne Pasta Recipe along with Cantaloupe Pomegranate and Mint Juice and Summer Salad with Goat Cream Cheese, Apricots and Raspberry Dressing for a weekend get together with family and friends.
"
"I have the following ingredients: Gnocchi, Mozzarella cheese, Spinach, Black pepper corns, Extra Virgin Olive Oil, Butter (Salted), Onion, Garlic, Ginger, Tomatoes, Cumin seeds (Jeera), Red Chilli flakes, Curry leaves, Coriander (Dhania) Powder, Cardamom Powder (Elaichi), Garam masala powder, Fresh cream, Salt, Water. Please provide recipes I can make with them.",,"Recipe Name: Gnocchi in Indian Curry Sauce with Spinach and Cheese Recipe
Cuisine: nan
Course: nan
Diet: nan
Ingredients:
- Gnocchi: 500 grams Gnocchi  1 cup Mozzarella cheese
- Mozzarella cheese: grated  1 cups Spinach
- Spinach: chopped  1/2 teaspoon Black pepper corns
- Black pepper corns: crushed  2 tablespoons Extra Virgin Olive Oil  1 tablespoon Butter (Salted)  1 Onion
- Extra Virgin Olive Oil: chopped  4-5 cloves Garlic
- Butter (Salted): minced  1/2 inch Ginger
- Onion: grated or minced  3-4 Tomatoes
- Garlic: chopped  1/2 teaspoon Cumin seeds (Jeera)  1 teaspoon Red Chilli flakes  1 sprig Curry leaves  1/2 teaspoon Coriander (Dhania) Powder  1/4 teaspoon Cardamom Powder (Elaichi)  1 teaspoon Garam masala powder  1/2 cup Fresh cream Salt
- Ginger: taste  1 cup Water
Instructions:
To begin making Gnocchi in Indian Curry Sauce with Spinach and Cheese Recipe cook the store-bought Gnocchi according to the instructions on the packet. This will usually take about 10-12 minutes. Drain the cooked gnocchi and set aside.For curry sauce, heat oil and butter in a wok. Add the curry leaves and cumin seeds and let the seeds crackle.Once done add ginger and chopped garlic and onions. Saute till the onions turn golden brown.After the onions are golden brown in colour add the tomatoes with all the spices like the red chilli flakes,crushed black peppercorns, coriander powder, cardamom powder and garam masala. Cover the lid and cook further for 10 more minutes till tomatoes are cooked thoroughly.Once done add chopped spinach leaves, saute till all the spinach wilts.After the spinach has wilted add water to the pan, mix well and brisk boil for a minute. Turn the heat to low and  simmer it for 2-3 minutes.After a couple of minutes gently stir in the cream.  Let it simmer for just a minute and take the wok off the heat.Add the cooked gnocchi to the sauce and mix slowly. Transfer the mixture onto a baking dish and spread grated cheese on top.Bake the Gnocchi in Curry Sauce in the oven at 180 degree C (375 F), for about 12-15 minutes until the cheese starts bubbling.Once done remove from the oven. Gnocchi in Indian Curry Sauce with Spinach and Cheese Recipe is ready to be devoured. Serve hot with some garlic bread or salad .Serve Gnocchi in Indian Curry Sauce with Spinach and Cheese Recipe with Italian Style Potato And Cucumber Salad Recipe for weekend lunch or dinner.
"
"I have the following ingredients: Rice, Cooked rice, Jaggery, Cardamom Powder (Elaichi), Lemon zest, Baking powder, Oil. Please provide recipes I can make with them.",,"Recipe Name: Assamese Style Ghila Pitha Recipe (Sweetened Rice Fritters Recipe) 
Cuisine: Assamese
Course: Snack
Diet: Vegetarian
Ingredients:
- Rice: 2 cups Rice
- Cooked rice: soaked in water  2 tablespoons Cooked rice
- Jaggery: to help bind  1/2 cup Jaggery  1 teaspoon Cardamom Powder (Elaichi)  1 teaspoon Lemon zest  1/2 teaspoon Baking powder Oil
- Cardamom Powder (Elaichi): for cooking
Instructions:
To begin making Assamese Style Ghila Pitha Recipe, soak the rice in water for 2 to 3 hours. Once soaked, drain the water completely and pat dry.Grind the rice into a flour like mixture, it will be a little coarse.Melt the jaggery in 1/4 cup of water and keep aside.In a large mixing bowl, combine the ground rice flour along with the cooked rice, jaggery water, baking powder, cardamom powder, lemon zest and baking powder.Form a dough like consistency to make Ghila Pitha. The dough should not be too hard not too soft, just enough to hold and put in a kuzhi paniyaram pan.Heat a Kuzhi Paniyaram pan and add a few drops of oil into each one of the cavities. Grease your palms with oil and form small oval balls. Flatten the Ghila Pitha a little and place them in the kuzhi paniyaram pan. Fry on both sides initially on medium flame until cooked through and also golden brown from all sides.Once done, remove the Ghila Pitha from the pan and proceed the same way with the remaining batter.Serve the Ghila Pitha as a tea time snack or as a dessert after a good lunch. 
"
"I have the following ingredients: Mini Pita Breads, Tzatziki, Brinjal (Baingan / Eggplant), Green zucchini, Yellow Zucchini, Green Bell Pepper (Capsicum), Red Bell pepper (Capsicum), Yellow Bell Pepper (Capsicum), Button mushrooms, Tomatoes, Red onion, Cucumber, Extra Virgin Olive Oil, Lemon juice, Salt, Black pepper powder, Garlic. Please provide recipes I can make with them.",,"Recipe Name: Vegetarian Grilled Gyros Recipe
Cuisine: Greek
Course: Appetizer
Diet: Vegetarian
Ingredients:
- Mini Pita Breads: 6 Mini Pita Breads
- Tzatziki: (I used tortilla instead of pita bread)  1/2 cup Tzatziki
- Brinjal (Baingan / Eggplant): or hummus  1 Brinjal (Baingan / Eggplant)
- Green zucchini: cut into thin strips  1 Green zucchini
- Yellow Zucchini: cut into thin strips  1 Yellow Zucchini
- Green Bell Pepper (Capsicum): cut into thin strips  1 Green Bell Pepper (Capsicum)
- Red Bell pepper (Capsicum): cut into thin strips  1 Red Bell pepper (Capsicum)
- Yellow Bell Pepper (Capsicum): cut into thin strips  1 Yellow Bell Pepper (Capsicum)
- Button mushrooms: cut into thin strips  1 cup Button mushrooms
- Tomatoes: (use portabella mushrooms if you get) sliced  2 Tomatoes
- Red onion: sliced length wise  1 Red onion
- Cucumber: sliced  1 Cucumber
- Extra Virgin Olive Oil: sliced  5 tablespoons Extra Virgin Olive Oil  1 Lemon juice Salt
- Lemon juice: to taste  1 teaspoon Black pepper powder  3 cloves Garlic
- Salt: minced
Instructions:
To begin making the Vegetarian Grilled Gyros recipe, wash all vegetables and pat them dry using a kitchen towel.. Cut zucchini, bell peppers and mushrooms into thick strips.Prep the onions and garlic as well and keep it ready. In a bowl add olive oil, lemon juice, salt, pepper and minced garlic, mix well. Add all the cut vegetables into the olive oil mix and leave it aside for 15 to 20 minutes.Fire up your grill and get it ready. Once vegetables are marinated, place them on grill in single layer and grill for 2 to 3 minutes on one side then flip it over a grill on other side.Some vegetables like zucchini cooks fast, so adjust the timing accordingly. Do not over grill/char the zucchini.Place the pita bread on the grill pan for 1 minute on each side.Now spread a spoonful of Tzatziki sauce on pita bread and spread the grilled vegetables.Fold the wrap on both sides and then fold the bottom. Wrap it with aluminium foil and serve immediately.Serve Vegetarian Grilled Gyros with Hummus or Ginger Walnut Chutney for an evening snack or for party appetisers along with Baked Potato Thyme Rolls Recipe.
"
"I have the following ingredients: Ragi Flour (Finger Millet/ Nagli), Rice flour, Gram flour (besan), Raw Peanuts (Moongphali), Dry Red Chillies, Dessicated Coconut, Cumin seeds (Jeera), Sesame seeds (Til seeds), Dill leaves, Asafoetida (hing), Butter (Salted), Water, Salt, Oil. Please provide recipes I can make with them.",,"Recipe Name: Ragi And Dill Nippattu Recipe
Cuisine: South Indian Recipes
Course: Snack
Diet: Vegetarian
Ingredients:
- Ragi Flour (Finger Millet/ Nagli): 1 cup Ragi Flour (Finger Millet/ Nagli)  2 cups Rice flour  1 cup Gram flour (besan)  2 tablespoons Raw Peanuts (Moongphali)
- Rice flour: roasted
- Gram flour (besan): skinned and lightly crushed  2 teaspoon Dry Red Chillies
- Raw Peanuts (Moongphali): finely crushed  1 teaspoon Dessicated Coconut  1 tablespoon Cumin seeds (Jeera)  1 tablespoon Sesame seeds (Til seeds)  1/2 cup Dill leaves
- Dry Red Chillies: finely chopped  1/4 teaspoon Asafoetida (hing)  1 tablespoon Butter (Salted)
- Dessicated Coconut: sizzling hot melted  2 cups Water
- Cumin seeds (Jeera): warm Salt
- Sesame seeds (Til seeds): to taste  3 cups Oil
- Dill leaves: for deep frying
Instructions:
To begin making the Ragi And Dill Nippattu, dry roast the flours until aromatic for about 4 to 6 minutes on medium heat. turn off the heat and cool it completely.Mix all the ragi flour, rice flour, gram flour, chili flakes, cumin, sesame, dill and salt together. Pour a tablespoon of sizzling hot melted butter in the mixture and mix thoroughly.Now add lukewarm water little by little and mix into a soft and pliable dough. Make little balls and roll them flat into little discs, about 2 inches in diameter. You can grease a plastic sheet, or use wax paper to pat down the nippattu.Heat oil in a deep fry pan on medium-high. When the oil starts to smoke, add a tiny ball of dough; if it sizzles and rises to the oil surface, the oil is hot enough.Reduce the heat to medium; gently peel away the nippattus from the wax paper and lower them into the oil. They will sink, and foam at first, then come up to the surface quickly.Flip them over to the other side and fry till golden brown.Once done transfer the Ragi and Dill Nippattu onto an oil absorbent paper. When the Ragi And Dill Nippattu are completely cool, store them in airtight boxes in a cool dark place.Serve Ragi And Dill Nippattu with hot Masala Chai during your tea time break.
"
